:START_ID(Order),:END_ID(Shipper),:TYPE
275,9,SHIPPED_VIA
276,9,SHIPPED_VIA
277,3,SHIPPED_VIA
278,2,SHIPPED_VIA
279,5,SHIPPED_VIA
280,3,SHIPPED_VIA
281,5,SHIPPED_VIA
282,7,SHIPPED_VIA
283,10,SHIPPED_VIA
284,5,SHIPPED_VIA
285,10,SHIPPED_VIA
286,8,SHIPPED_VIA
287,3,SHIPPED_VIA
288,7,SHIPPED_VIA
289,7,SHIPPED_VIA
290,3,SHIPPED_VIA
291,6,SHIPPED_VIA
292,5,SHIPPED_VIA
293,7,SHIPPED_VIA
294,1,SHIPPED_VIA
295,1,SHIPPED_VIA
296,7,SHIPPED_VIA
297,8,SHIPPED_VIA
298,4,SHIPPED_VIA
299,8,SHIPPED_VIA
300,6,SHIPPED_VIA
301,1,SHIPPED_VIA
302,7,SHIPPED_VIA
303,5,SHIPPED_VIA
304,5,SHIPPED_VIA
305,9,SHIPPED_VIA
306,7,SHIPPED_VIA
307,3,SHIPPED_VIA
308,8,SHIPPED_VIA
309,9,SHIPPED_VIA
310,1,SHIPPED_VIA
311,4,SHIPPED_VIA
312,5,SHIPPED_VIA
313,5,SHIPPED_VIA
314,3,SHIPPED_VIA
315,8,SHIPPED_VIA
316,9,SHIPPED_VIA
317,6,SHIPPED_VIA
318,1,SHIPPED_VIA
319,9,SHIPPED_VIA
320,3,SHIPPED_VIA
321,9,SHIPPED_VIA
322,6,SHIPPED_VIA
323,6,SHIPPED_VIA
324,10,SHIPPED_VIA
325,10,SHIPPED_VIA
326,3,SHIPPED_VIA
327,8,SHIPPED_VIA
328,6,SHIPPED_VIA
329,5,SHIPPED_VIA
330,1,SHIPPED_VIA
331,6,SHIPPED_VIA
332,5,SHIPPED_VIA
333,8,SHIPPED_VIA
334,10,SHIPPED_VIA
335,5,SHIPPED_VIA
336,5,SHIPPED_VIA
337,4,SHIPPED_VIA
338,4,SHIPPED_VIA
339,10,SHIPPED_VIA
340,8,SHIPPED_VIA
341,9,SHIPPED_VIA
342,2,SHIPPED_VIA
343,4,SHIPPED_VIA
344,5,SHIPPED_VIA
345,5,SHIPPED_VIA
346,2,SHIPPED_VIA
347,5,SHIPPED_VIA
348,7,SHIPPED_VIA
349,2,SHIPPED_VIA
350,8,SHIPPED_VIA
351,4,SHIPPED_VIA
352,7,SHIPPED_VIA
353,7,SHIPPED_VIA
354,8,SHIPPED_VIA
355,9,SHIPPED_VIA
356,2,SHIPPED_VIA
357,5,SHIPPED_VIA
358,1,SHIPPED_VIA
359,7,SHIPPED_VIA
360,9,SHIPPED_VIA
361,8,SHIPPED_VIA
362,4,SHIPPED_VIA
363,8,SHIPPED_VIA
364,1,SHIPPED_VIA
365,3,SHIPPED_VIA
366,3,SHIPPED_VIA
367,3,SHIPPED_VIA
368,1,SHIPPED_VIA
369,6,SHIPPED_VIA
370,6,SHIPPED_VIA
371,5,SHIPPED_VIA
372,9,SHIPPED_VIA
373,7,SHIPPED_VIA
374,9,SHIPPED_VIA
375,8,SHIPPED_VIA
376,4,SHIPPED_VIA
377,6,SHIPPED_VIA
378,10,SHIPPED_VIA
379,10,SHIPPED_VIA
380,10,SHIPPED_VIA
381,7,SHIPPED_VIA
382,4,SHIPPED_VIA
383,10,SHIPPED_VIA
384,2,SHIPPED_VIA
385,8,SHIPPED_VIA
386,7,SHIPPED_VIA
387,4,SHIPPED_VIA
388,1,SHIPPED_VIA
389,4,SHIPPED_VIA
390,3,SHIPPED_VIA
391,5,SHIPPED_VIA
392,10,SHIPPED_VIA
393,7,SHIPPED_VIA
394,6,SHIPPED_VIA
395,3,SHIPPED_VIA
396,3,SHIPPED_VIA
397,2,SHIPPED_VIA
398,9,SHIPPED_VIA
399,5,SHIPPED_VIA
400,1,SHIPPED_VIA
401,9,SHIPPED_VIA
402,1,SHIPPED_VIA
403,4,SHIPPED_VIA
404,2,SHIPPED_VIA
405,3,SHIPPED_VIA
406,3,SHIPPED_VIA
407,1,SHIPPED_VIA
408,5,SHIPPED_VIA
409,6,SHIPPED_VIA
410,5,SHIPPED_VIA
411,9,SHIPPED_VIA
412,10,SHIPPED_VIA
413,4,SHIPPED_VIA
414,7,SHIPPED_VIA
415,10,SHIPPED_VIA
416,10,SHIPPED_VIA
417,7,SHIPPED_VIA
418,4,SHIPPED_VIA
419,10,SHIPPED_VIA
420,4,SHIPPED_VIA
421,3,SHIPPED_VIA
422,2,SHIPPED_VIA
423,7,SHIPPED_VIA
424,1,SHIPPED_VIA
425,10,SHIPPED_VIA
426,8,SHIPPED_VIA
427,7,SHIPPED_VIA
428,10,SHIPPED_VIA
429,7,SHIPPED_VIA
430,8,SHIPPED_VIA
431,5,SHIPPED_VIA
432,9,SHIPPED_VIA
433,5,SHIPPED_VIA
434,4,SHIPPED_VIA
435,1,SHIPPED_VIA
436,7,SHIPPED_VIA
437,8,SHIPPED_VIA
438,6,SHIPPED_VIA
439,6,SHIPPED_VIA
440,4,SHIPPED_VIA
441,2,SHIPPED_VIA
442,1,SHIPPED_VIA
443,2,SHIPPED_VIA
444,7,SHIPPED_VIA
445,7,SHIPPED_VIA
446,3,SHIPPED_VIA
447,5,SHIPPED_VIA
448,9,SHIPPED_VIA
449,9,SHIPPED_VIA
450,6,SHIPPED_VIA
451,4,SHIPPED_VIA
452,2,SHIPPED_VIA
453,9,SHIPPED_VIA
454,2,SHIPPED_VIA
455,9,SHIPPED_VIA
456,9,SHIPPED_VIA
457,2,SHIPPED_VIA
458,3,SHIPPED_VIA
459,3,SHIPPED_VIA
460,10,SHIPPED_VIA
461,10,SHIPPED_VIA
462,2,SHIPPED_VIA
463,10,SHIPPED_VIA
464,9,SHIPPED_VIA
465,7,SHIPPED_VIA
466,7,SHIPPED_VIA
467,8,SHIPPED_VIA
468,8,SHIPPED_VIA
469,10,SHIPPED_VIA
470,5,SHIPPED_VIA
471,9,SHIPPED_VIA
472,1,SHIPPED_VIA
473,3,SHIPPED_VIA
474,1,SHIPPED_VIA
475,3,SHIPPED_VIA
476,1,SHIPPED_VIA
477,4,SHIPPED_VIA
478,5,SHIPPED_VIA
479,8,SHIPPED_VIA
480,6,SHIPPED_VIA
481,3,SHIPPED_VIA
482,5,SHIPPED_VIA
483,7,SHIPPED_VIA
484,4,SHIPPED_VIA
485,7,SHIPPED_VIA
486,5,SHIPPED_VIA
487,3,SHIPPED_VIA
488,8,SHIPPED_VIA
489,6,SHIPPED_VIA
490,8,SHIPPED_VIA
491,5,SHIPPED_VIA
492,2,SHIPPED_VIA
493,1,SHIPPED_VIA
494,4,SHIPPED_VIA
495,9,SHIPPED_VIA
496,10,SHIPPED_VIA
497,2,SHIPPED_VIA
498,5,SHIPPED_VIA
499,6,SHIPPED_VIA
500,8,SHIPPED_VIA
501,7,SHIPPED_VIA
502,5,SHIPPED_VIA
503,7,SHIPPED_VIA
504,7,SHIPPED_VIA
505,2,SHIPPED_VIA
506,9,SHIPPED_VIA
507,10,SHIPPED_VIA
508,7,SHIPPED_VIA
509,10,SHIPPED_VIA
510,3,SHIPPED_VIA
511,8,SHIPPED_VIA
512,9,SHIPPED_VIA
513,7,SHIPPED_VIA
514,1,SHIPPED_VIA
515,2,SHIPPED_VIA
516,7,SHIPPED_VIA
517,1,SHIPPED_VIA
518,4,SHIPPED_VIA
519,2,SHIPPED_VIA
520,1,SHIPPED_VIA
521,9,SHIPPED_VIA
522,9,SHIPPED_VIA
523,7,SHIPPED_VIA
524,3,SHIPPED_VIA
525,1,SHIPPED_VIA
526,7,SHIPPED_VIA
527,8,SHIPPED_VIA
528,2,SHIPPED_VIA
529,10,SHIPPED_VIA
530,6,SHIPPED_VIA
531,10,SHIPPED_VIA
532,6,SHIPPED_VIA
533,1,SHIPPED_VIA
534,3,SHIPPED_VIA
535,10,SHIPPED_VIA
536,6,SHIPPED_VIA
537,3,SHIPPED_VIA
538,4,SHIPPED_VIA
539,6,SHIPPED_VIA
540,9,SHIPPED_VIA
541,5,SHIPPED_VIA
542,8,SHIPPED_VIA
543,4,SHIPPED_VIA
544,2,SHIPPED_VIA
545,4,SHIPPED_VIA
546,6,SHIPPED_VIA
547,4,SHIPPED_VIA
548,2,SHIPPED_VIA
549,7,SHIPPED_VIA
550,3,SHIPPED_VIA
551,2,SHIPPED_VIA
552,8,SHIPPED_VIA
553,7,SHIPPED_VIA
554,6,SHIPPED_VIA
555,1,SHIPPED_VIA
556,6,SHIPPED_VIA
557,4,SHIPPED_VIA
558,10,SHIPPED_VIA
559,6,SHIPPED_VIA
560,5,SHIPPED_VIA
561,9,SHIPPED_VIA
562,2,SHIPPED_VIA
563,1,SHIPPED_VIA
564,8,SHIPPED_VIA
565,2,SHIPPED_VIA
566,9,SHIPPED_VIA
567,10,SHIPPED_VIA
568,2,SHIPPED_VIA
569,10,SHIPPED_VIA
570,4,SHIPPED_VIA
571,6,SHIPPED_VIA
572,6,SHIPPED_VIA
573,1,SHIPPED_VIA
574,6,SHIPPED_VIA
575,10,SHIPPED_VIA
576,8,SHIPPED_VIA
577,3,SHIPPED_VIA
578,6,SHIPPED_VIA
579,2,SHIPPED_VIA
580,2,SHIPPED_VIA
581,1,SHIPPED_VIA
582,9,SHIPPED_VIA
583,2,SHIPPED_VIA
584,5,SHIPPED_VIA
585,9,SHIPPED_VIA
586,2,SHIPPED_VIA
587,2,SHIPPED_VIA
588,5,SHIPPED_VIA
589,2,SHIPPED_VIA
590,1,SHIPPED_VIA
591,10,SHIPPED_VIA
592,8,SHIPPED_VIA
593,6,SHIPPED_VIA
594,4,SHIPPED_VIA
595,5,SHIPPED_VIA
596,6,SHIPPED_VIA
597,5,SHIPPED_VIA
598,6,SHIPPED_VIA
599,6,SHIPPED_VIA
600,7,SHIPPED_VIA
601,2,SHIPPED_VIA
602,5,SHIPPED_VIA
603,7,SHIPPED_VIA
604,8,SHIPPED_VIA
605,2,SHIPPED_VIA
606,3,SHIPPED_VIA
607,7,SHIPPED_VIA
608,10,SHIPPED_VIA
609,6,SHIPPED_VIA
610,9,SHIPPED_VIA
611,6,SHIPPED_VIA
612,7,SHIPPED_VIA
613,4,SHIPPED_VIA
614,6,SHIPPED_VIA
615,3,SHIPPED_VIA
616,10,SHIPPED_VIA
617,3,SHIPPED_VIA
618,1,SHIPPED_VIA
619,7,SHIPPED_VIA
620,7,SHIPPED_VIA
621,1,SHIPPED_VIA
622,7,SHIPPED_VIA
623,1,SHIPPED_VIA
624,9,SHIPPED_VIA
625,6,SHIPPED_VIA
626,10,SHIPPED_VIA
627,3,SHIPPED_VIA
628,2,SHIPPED_VIA
629,2,SHIPPED_VIA
630,1,SHIPPED_VIA
631,5,SHIPPED_VIA
632,8,SHIPPED_VIA
633,3,SHIPPED_VIA
634,8,SHIPPED_VIA
635,5,SHIPPED_VIA
636,6,SHIPPED_VIA
637,7,SHIPPED_VIA
638,10,SHIPPED_VIA
639,2,SHIPPED_VIA
640,1,SHIPPED_VIA
641,8,SHIPPED_VIA
642,8,SHIPPED_VIA
643,7,SHIPPED_VIA
644,8,SHIPPED_VIA
645,9,SHIPPED_VIA
646,8,SHIPPED_VIA
647,1,SHIPPED_VIA
648,9,SHIPPED_VIA
649,3,SHIPPED_VIA
650,1,SHIPPED_VIA
651,9,SHIPPED_VIA
652,10,SHIPPED_VIA
653,2,SHIPPED_VIA
654,7,SHIPPED_VIA
655,7,SHIPPED_VIA
656,2,SHIPPED_VIA
657,10,SHIPPED_VIA
658,2,SHIPPED_VIA
659,4,SHIPPED_VIA
660,1,SHIPPED_VIA
661,1,SHIPPED_VIA
662,9,SHIPPED_VIA
663,1,SHIPPED_VIA
664,3,SHIPPED_VIA
665,4,SHIPPED_VIA
666,7,SHIPPED_VIA
667,10,SHIPPED_VIA
668,2,SHIPPED_VIA
669,10,SHIPPED_VIA
670,4,SHIPPED_VIA
671,2,SHIPPED_VIA
672,8,SHIPPED_VIA
673,10,SHIPPED_VIA
674,10,SHIPPED_VIA
675,7,SHIPPED_VIA
676,8,SHIPPED_VIA
677,2,SHIPPED_VIA
678,2,SHIPPED_VIA
679,3,SHIPPED_VIA
680,8,SHIPPED_VIA
681,6,SHIPPED_VIA
682,5,SHIPPED_VIA
683,2,SHIPPED_VIA
684,1,SHIPPED_VIA
685,7,SHIPPED_VIA
686,2,SHIPPED_VIA
687,10,SHIPPED_VIA
688,9,SHIPPED_VIA
689,1,SHIPPED_VIA
690,3,SHIPPED_VIA
691,4,SHIPPED_VIA
692,2,SHIPPED_VIA
693,8,SHIPPED_VIA
694,6,SHIPPED_VIA
695,1,SHIPPED_VIA
696,5,SHIPPED_VIA
697,1,SHIPPED_VIA
698,10,SHIPPED_VIA
699,5,SHIPPED_VIA
700,3,SHIPPED_VIA
701,1,SHIPPED_VIA
702,5,SHIPPED_VIA
703,5,SHIPPED_VIA
704,6,SHIPPED_VIA
705,9,SHIPPED_VIA
706,4,SHIPPED_VIA
707,6,SHIPPED_VIA
708,10,SHIPPED_VIA
709,7,SHIPPED_VIA
710,4,SHIPPED_VIA
711,4,SHIPPED_VIA
712,2,SHIPPED_VIA
713,9,SHIPPED_VIA
714,5,SHIPPED_VIA
715,4,SHIPPED_VIA
716,9,SHIPPED_VIA
717,5,SHIPPED_VIA
718,4,SHIPPED_VIA
719,9,SHIPPED_VIA
720,6,SHIPPED_VIA
721,1,SHIPPED_VIA
722,5,SHIPPED_VIA
723,8,SHIPPED_VIA
724,8,SHIPPED_VIA
725,3,SHIPPED_VIA
726,4,SHIPPED_VIA
727,3,SHIPPED_VIA
728,5,SHIPPED_VIA
729,5,SHIPPED_VIA
730,8,SHIPPED_VIA
731,9,SHIPPED_VIA
732,2,SHIPPED_VIA
733,10,SHIPPED_VIA
734,6,SHIPPED_VIA
735,8,SHIPPED_VIA
736,3,SHIPPED_VIA
737,7,SHIPPED_VIA
738,8,SHIPPED_VIA
739,3,SHIPPED_VIA
740,5,SHIPPED_VIA
741,9,SHIPPED_VIA
742,10,SHIPPED_VIA
743,5,SHIPPED_VIA
744,3,SHIPPED_VIA
745,2,SHIPPED_VIA
746,8,SHIPPED_VIA
747,6,SHIPPED_VIA
748,6,SHIPPED_VIA
749,1,SHIPPED_VIA
750,8,SHIPPED_VIA
751,2,SHIPPED_VIA
752,10,SHIPPED_VIA
753,2,SHIPPED_VIA
754,1,SHIPPED_VIA
755,9,SHIPPED_VIA
756,10,SHIPPED_VIA
757,9,SHIPPED_VIA
758,8,SHIPPED_VIA
759,10,SHIPPED_VIA
760,10,SHIPPED_VIA
761,1,SHIPPED_VIA
762,9,SHIPPED_VIA
763,3,SHIPPED_VIA
764,6,SHIPPED_VIA
765,5,SHIPPED_VIA
766,2,SHIPPED_VIA
767,2,SHIPPED_VIA
768,4,SHIPPED_VIA
769,8,SHIPPED_VIA
770,1,SHIPPED_VIA
771,6,SHIPPED_VIA
772,2,SHIPPED_VIA
773,6,SHIPPED_VIA
774,5,SHIPPED_VIA
775,1,SHIPPED_VIA
776,9,SHIPPED_VIA
777,8,SHIPPED_VIA
778,10,SHIPPED_VIA
779,7,SHIPPED_VIA
780,4,SHIPPED_VIA
781,4,SHIPPED_VIA
782,8,SHIPPED_VIA
783,10,SHIPPED_VIA
784,5,SHIPPED_VIA
785,8,SHIPPED_VIA
786,8,SHIPPED_VIA
787,9,SHIPPED_VIA
788,10,SHIPPED_VIA
789,4,SHIPPED_VIA
790,7,SHIPPED_VIA
791,2,SHIPPED_VIA
792,2,SHIPPED_VIA
793,3,SHIPPED_VIA
794,9,SHIPPED_VIA
795,6,SHIPPED_VIA
796,10,SHIPPED_VIA
797,9,SHIPPED_VIA
798,6,SHIPPED_VIA
799,10,SHIPPED_VIA
800,1,SHIPPED_VIA
801,9,SHIPPED_VIA
802,5,SHIPPED_VIA
803,10,SHIPPED_VIA
804,9,SHIPPED_VIA
805,5,SHIPPED_VIA
806,4,SHIPPED_VIA
807,9,SHIPPED_VIA
808,7,SHIPPED_VIA
809,2,SHIPPED_VIA
810,6,SHIPPED_VIA
811,8,SHIPPED_VIA
812,1,SHIPPED_VIA
813,10,SHIPPED_VIA
814,9,SHIPPED_VIA
815,5,SHIPPED_VIA
816,3,SHIPPED_VIA
817,9,SHIPPED_VIA
818,1,SHIPPED_VIA
819,1,SHIPPED_VIA
820,4,SHIPPED_VIA
821,1,SHIPPED_VIA
822,7,SHIPPED_VIA
823,6,SHIPPED_VIA
824,6,SHIPPED_VIA
825,10,SHIPPED_VIA
826,8,SHIPPED_VIA
827,3,SHIPPED_VIA
828,7,SHIPPED_VIA
829,7,SHIPPED_VIA
830,5,SHIPPED_VIA
831,7,SHIPPED_VIA
832,8,SHIPPED_VIA
833,8,SHIPPED_VIA
834,4,SHIPPED_VIA
835,6,SHIPPED_VIA
836,7,SHIPPED_VIA
837,9,SHIPPED_VIA
838,5,SHIPPED_VIA
839,9,SHIPPED_VIA
840,9,SHIPPED_VIA
841,10,SHIPPED_VIA
842,3,SHIPPED_VIA
843,10,SHIPPED_VIA
844,1,SHIPPED_VIA
845,1,SHIPPED_VIA
846,10,SHIPPED_VIA
847,2,SHIPPED_VIA
848,10,SHIPPED_VIA
849,4,SHIPPED_VIA
850,2,SHIPPED_VIA
851,7,SHIPPED_VIA
852,5,SHIPPED_VIA
853,2,SHIPPED_VIA
854,8,SHIPPED_VIA
855,9,SHIPPED_VIA
856,1,SHIPPED_VIA
857,10,SHIPPED_VIA
858,2,SHIPPED_VIA
859,6,SHIPPED_VIA
860,5,SHIPPED_VIA
861,10,SHIPPED_VIA
862,1,SHIPPED_VIA
863,9,SHIPPED_VIA
864,1,SHIPPED_VIA
865,5,SHIPPED_VIA
866,6,SHIPPED_VIA
867,1,SHIPPED_VIA
868,2,SHIPPED_VIA
869,4,SHIPPED_VIA
870,2,SHIPPED_VIA
871,6,SHIPPED_VIA
872,2,SHIPPED_VIA
873,6,SHIPPED_VIA
874,4,SHIPPED_VIA
875,8,SHIPPED_VIA
876,4,SHIPPED_VIA
877,2,SHIPPED_VIA
878,6,SHIPPED_VIA
879,2,SHIPPED_VIA
880,9,SHIPPED_VIA
881,1,SHIPPED_VIA
882,4,SHIPPED_VIA
883,3,SHIPPED_VIA
884,8,SHIPPED_VIA
885,4,SHIPPED_VIA
886,1,SHIPPED_VIA
887,4,SHIPPED_VIA
888,7,SHIPPED_VIA
889,4,SHIPPED_VIA
890,8,SHIPPED_VIA
891,5,SHIPPED_VIA
892,5,SHIPPED_VIA
893,2,SHIPPED_VIA
894,3,SHIPPED_VIA
895,10,SHIPPED_VIA
896,3,SHIPPED_VIA
897,4,SHIPPED_VIA
898,9,SHIPPED_VIA
899,7,SHIPPED_VIA
900,5,SHIPPED_VIA
901,1,SHIPPED_VIA
902,10,SHIPPED_VIA
903,9,SHIPPED_VIA
904,9,SHIPPED_VIA
905,5,SHIPPED_VIA
906,7,SHIPPED_VIA
907,10,SHIPPED_VIA
908,5,SHIPPED_VIA
909,3,SHIPPED_VIA
910,6,SHIPPED_VIA
911,3,SHIPPED_VIA
912,7,SHIPPED_VIA
913,8,SHIPPED_VIA
914,2,SHIPPED_VIA
915,8,SHIPPED_VIA
916,2,SHIPPED_VIA
917,5,SHIPPED_VIA
918,10,SHIPPED_VIA
919,6,SHIPPED_VIA
920,8,SHIPPED_VIA
921,10,SHIPPED_VIA
922,7,SHIPPED_VIA
923,5,SHIPPED_VIA
924,6,SHIPPED_VIA
925,8,SHIPPED_VIA
926,9,SHIPPED_VIA
927,10,SHIPPED_VIA
928,5,SHIPPED_VIA
929,8,SHIPPED_VIA
